store,outlet_code,scraped_at_utc,item_id,item_code,name,long_description,uom,price,is_promo,promo_percent,promo_type_id,promo_header_id,final_price,stock_in_hand,is_available,is_selling_today,min_qty,max_qty,department_code,sub_department_code,category_code,image_url
keells,SCDR,2026-02-25T05:14:54+00:00,20400,111083,Keells Dishwash Bar 100g,KEELLS DISHWASH BAR 100G,NO,63.0,False,,,,63.0,42.0,True,True,1.0,99.0,H,H2L,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic111083.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,20154,110859,Keells Drinking Water Pet 500ml,KEELLS DRINKING WATER PET 500ML,NO,70.0,False,,,,70.0,17.0,True,True,1.0,99.0,B,B0D,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic110859.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,13184,119010,Keells Marie Biscuit 80g,KEELLS MARIE BISCUIT 80G,NO,81.0,False,,,,81.0,9.0,True,True,1.0,99.0,G,GBS,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic119010.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,51766,42549,Keells Mustard Seeds 100g,KEELLS MUSTARD SEEDS 100G,NO,85.0,False,,,,85.0,5.0,True,True,1.0,99.0,G,G15,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic42549.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,51763,42546,Keells Dill Seeds 100g,KEELLS DILL SEEDS 100G,NO,92.0,False,,,,92.0,8.0,True,True,1.0,99.0,G,G15,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic42546.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,13185,119011,Keells Nice Biscuit 100g,KEELLS NICE BISCUIT 100G,NO,99.0,False,,,,99.0,17.0,True,True,1.0,99.0,G,GBS,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic119011.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,13146,118977,Keells Custard Cream Biscuit 100g,KEELLS CUSTARD CREAM BISCUIT 100G,NO,99.0,False,,,,99.0,15.0,True,True,1.0,99.0,G,GBS,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic118977.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,20189,110890,Keells Papadam 60g,KEELLS PAPADAM 60G,NO,105.0,False,,,,105.0,7.0,True,True,1.0,99.0,G,G1D,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic110890.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,13182,119009,Keells Chocolate Cream Biscuit 100g,KEELLS CHOCOLATE CREAM BISCUIT 100G,NO,108.0,False,,,,108.0,11.0,True,True,1.0,99.0,G,GBS,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic119009.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,51774,42556,Keells Corriander Powder 100g,KEELLS CORRIANDER POWDER 100G,NO,110.0,False,,,,110.0,3.0,True,True,1.0,99.0,G,G15,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic42556.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,32542,119557,Keells Marshmallow Assorted 70g,KEELLS MARSHMALLOW ASSORTED 70G,NO,118.0,False,,,,118.0,12.0,True,True,1.0,99.0,G,G1N,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic119557.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,13148,118979,Keells Vanilla Wafers 100g,KEELLS VANILLA WAFERS 100G,NO,119.0,True,10.0,2,33722,107.1,6.0,True,True,1.0,99.0,G,GBS,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic118979.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,49126,109659,Keells Table Salt 400g,KEELLS TABLE SALT 400G,NO,120.0,False,,,,120.0,85.0,True,True,1.0,9999.0,G,G15,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic109659.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,56589,118159,Keells Numeral Birthday Candle Red - 9,KEELLS NUMERAL BIRTHDAY CANDLE RED - 9,NO,120.0,False,,,,120.0,2.0,True,True,1.0,99.0,H,H2N,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic118159.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,20399,111082,Keells Dishwash Bar 200g,KEELLS DISHWASH BAR 200G,NO,121.0,False,,,,121.0,53.0,True,True,1.0,99.0,H,H2L,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic111082.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,51761,42544,Keells Coriander Seeds 100g,KEELLS CORIANDER SEEDS 100G,NO,125.0,False,,,,125.0,4.0,True,True,1.0,99.0,G,G15,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic42544.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,51765,42548,Keells Goraka 100g,KEELLS GORAKA 100G,NO,125.0,False,,,,125.0,9.0,True,True,1.0,99.0,G,G15,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic42548.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,13186,119012,Keells Cream Cracker 125g,KEELLS CREAM CRACKER 125G,NO,126.0,False,,,,126.0,9.0,True,True,1.0,99.0,G,GBS,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic119012.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,20156,110860,Keells Drinking Water Pet 1.5L,KEELLS DRINKING WATER PET 1.5L,NO,130.0,False,,,,130.0,65.0,True,True,1.0,99.0,B,B0D,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic110860.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,56791,118341,Keells Corn Flour 100g,KEELLS CORN FLOUR 100G,NO,135.0,False,,,,135.0,3.0,True,True,1.0,99.0,G,G13,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic118341.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,73408,121184,Keells Colouring Red 28ml,KEELLS COLOURING RED 28ML,NO,137.0,False,,,,137.0,5.0,True,True,1.0,999.0,G,G13,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic121184.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,51772,42554,Keells Chilli Powder 100g,KEELLS CHILLI POWDER 100G,NO,150.0,False,,,,150.0,30.0,True,True,1.0,99.0,G,G15,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic42554.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,51769,42551,Keells Chilli Pieces 100g,KEELLS CHILLI PIECES 100G,NO,150.0,False,,,,150.0,11.0,True,True,1.0,99.0,G,G15,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic42551.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,3965,46591,Keells Car Tissues Box 2Ply 50S,KEELLS CAR TISSUES BOX 2PLY 50S,NO,155.0,False,,,,155.0,7.0,True,True,1.0,99.0,H,H2R,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic46591.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,13193,119019,Keells Green Peas 100g,KEELLS GREEN PEAS 100G,NO,161.0,False,,,,161.0,9.0,True,True,1.0,99.0,D,D0Y,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic119019.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,28395,8701,Keells Red Dhal 500g,KEELLS RED DHAL 500G,NO,165.0,False,,,,165.0,5.0,True,True,1.0,99.0,G,G1H,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic8701.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,51776,42558,Keells Raw Curry Powder 100g,KEELLS RAW CURRY POWDER 100G,NO,170.0,False,,,,170.0,11.0,True,True,1.0,99.0,G,G15,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic42558.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,37912,116422,Keells Maldive Fish Powder Mix 40g,KEELLS MALDIVE FISH POWDER MIX 40G,NO,175.0,False,,,,175.0,10.0,True,True,1.0,99.0,G,G15,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic116422.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,20019,108344,"Keells Balloons ""Happy B'day"" 9In 8S","KEELLS BALLOONS ""HAPPY B'DAY"" 9IN 8S",NO,179.0,False,,,,179.0,9.0,True,True,1.0,99.0,H,H2N,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic108344.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,7656,118832,Keells Snacks Cheese 50g,KEELLS SNACKS CHEESE 50G,NO,179.0,False,,,,179.0,5.0,True,True,1.0,99.0,G,GSN,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic118832.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,7657,118833,Keells Snacks Onion 50g,KEELLS SNACKS ONION 50G,NO,179.0,False,,,,179.0,6.0,True,True,1.0,99.0,G,GSN,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic118833.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,1840,119998,Keells Ambulthiyal Paste 50g,KEELLS AMBULTHIYAL PASTE 50G,NO,180.0,False,,,,180.0,25.0,True,True,1.0,99.0,G,G15,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic119998.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,73484,121271,Keells Hand Sanitizing Gel 50ml,KEELLS HAND SANITIZING GEL 50ML,NO,180.0,False,,,,180.0,5.0,True,True,1.0,999.0,H,H2A,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic121271.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,51781,42562,Keells Roasted Curry Powder 100g,KEELLS ROASTED CURRY POWDER 100G,NO,190.0,False,,,,190.0,14.0,True,True,1.0,99.0,G,G15,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic42562.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,55382,106255,Keells Detergent Powder 500g,KEELLS DETERGENT POWDER 500G,NO,190.0,False,,,,190.0,5.0,True,True,1.0,99.0,H,H2M,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic106255.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,51760,42543,Keells Cloves 25g,KEELLS CLOVES 25G,NO,190.0,False,,,,190.0,13.0,True,True,1.0,99.0,G,G15,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic42543.jpg
